index,course_title,url,certification,level,organization,platform
727,Six Sigma Green Belt,https://www.coursera.org/search?query=Six Sigma Green Belt&,SPECIALIZATION,Intermediate,University System of Georgia,coursera
728,Six Sigma and the Organization (Advanced),https://www.coursera.org/search?query=Six Sigma and the Organization (Advanced)&,COURSE,Intermediate,University System of Georgia,coursera
729,"Sleep: Neurobiology, Medicine, and Society","https://www.coursera.org/search?query=Sleep: Neurobiology, Medicine, and Society&",COURSE,Beginner,University of Michigan,coursera
730,Smart Cities – Management of Smart Urban Infrastructures,https://www.coursera.org/search?query=Smart Cities – Management of Smart Urban Infrastructures&,COURSE,Beginner,École Polytechnique Fédérale de Lausanne,coursera
731,Social Entrepreneurship,https://www.coursera.org/search?query=Social Entrepreneurship&,SPECIALIZATION,Beginner,Copenhagen Business School,coursera
732,Social Media Marketing,https://www.coursera.org/search?query=Social Media Marketing&,SPECIALIZATION,Beginner,Northwestern University,coursera
733,"Social Norms, Social Change I","https://www.coursera.org/search?query=Social Norms, Social Change I&",COURSE,Beginner,University of Pennsylvania,coursera
734,Social Policy for Social Services & Health Practitioners,https://www.coursera.org/search?query=Social Policy for Social Services & Health Practitioners&,SPECIALIZATION,Beginner,Columbia University,coursera
735,Social Psychology,https://www.coursera.org/search?query=Social Psychology&,COURSE,Beginner,Wesleyan University,coursera
736,Social and Economic Networks:  Models and Analysis,https://www.coursera.org/search?query=Social and Economic Networks:  Models and Analysis&,COURSE,Advanced,Stanford University,coursera
737,Software Design and Architecture,https://www.coursera.org/search?query=Software Design and Architecture&,SPECIALIZATION,Beginner,University of Alberta,coursera
738,Software Development Lifecycle,https://www.coursera.org/search?query=Software Development Lifecycle&,SPECIALIZATION,Intermediate,University of Minnesota,coursera
739,Software Processes and Agile Practices,https://www.coursera.org/search?query=Software Processes and Agile Practices&,COURSE,Mixed,University of Alberta,coursera
740,Software Product Management,https://www.coursera.org/search?query=Software Product Management&,SPECIALIZATION,Beginner,University of Alberta,coursera
741,Solar Energy Basics,https://www.coursera.org/search?query=Solar Energy Basics&,COURSE,Beginner,The State University of New York,coursera
742,Songwriting: Writing the Lyrics,https://www.coursera.org/search?query=Songwriting: Writing the Lyrics&,COURSE,Beginner,Berklee College of Music,coursera
743,Soporte de Tecnologías de la Información de Google,https://www.coursera.org/search?query=Soporte de Tecnologías de la Información de Google&,PROFESSIONAL CERTIFICATE,Beginner,Crece con Google,coursera
744,Spacecraft Dynamics and Control,https://www.coursera.org/search?query=Spacecraft Dynamics and Control&,SPECIALIZATION,Advanced,University of Colorado Boulder,coursera
745,Spanish Vocabulary: Meeting People,https://www.coursera.org/search?query=Spanish Vocabulary: Meeting People&,COURSE,Beginner,"University of California, Davis",coursera
746,"Speak English Professionally: In Person, Online & On the Phone","https://www.coursera.org/search?query=Speak English Professionally: In Person, Online & On the Phone&",COURSE,Mixed,Georgia Institute of Technology,coursera
747,Sports Marketing,https://www.coursera.org/search?query=Sports Marketing&,COURSE,Intermediate,Northwestern University,coursera
748,Sports and Society,https://www.coursera.org/search?query=Sports and Society&,COURSE,Mixed,Duke University,coursera
749,Stanford Introduction to Food and Health,https://www.coursera.org/search?query=Stanford Introduction to Food and Health&,COURSE,Beginner,Stanford University,coursera
750,Stanford's Short Course on Breastfeeding,https://www.coursera.org/search?query=Stanford's Short Course on Breastfeeding&,COURSE,Beginner,Stanford University,coursera
751,Statistical Analysis with R for Public Health,https://www.coursera.org/search?query=Statistical Analysis with R for Public Health&,SPECIALIZATION,Beginner,Imperial College London,coursera
752,Statistics with Python,https://www.coursera.org/search?query=Statistics with Python&,SPECIALIZATION,Beginner,University of Michigan,coursera
753,Statistics with R,https://www.coursera.org/search?query=Statistics with R&,SPECIALIZATION,Beginner,Duke University,coursera
754,Stories of Infection,https://www.coursera.org/search?query=Stories of Infection&,COURSE,Intermediate,Stanford University,coursera
755,Strategic Business Analytics,https://www.coursera.org/search?query=Strategic Business Analytics&,SPECIALIZATION,Advanced,ESSEC Business School,coursera
756,Strategic Business Management - Microeconomics,https://www.coursera.org/search?query=Strategic Business Management - Microeconomics&,COURSE,Beginner,"University of California, Irvine",coursera
757,Strategic Leadership and Management,https://www.coursera.org/search?query=Strategic Leadership and Management&,SPECIALIZATION,Beginner,University of Illinois at Urbana-Champaign,coursera
758,Strategic Management,https://www.coursera.org/search?query=Strategic Management&,COURSE,Mixed,Copenhagen Business School,coursera
759,Strategic Management and Innovation,https://www.coursera.org/search?query=Strategic Management and Innovation&,SPECIALIZATION,Beginner,Copenhagen Business School,coursera
760,Strategic Sales Management,https://www.coursera.org/search?query=Strategic Sales Management&,SPECIALIZATION,Intermediate,Fundação Instituto de Administração,coursera
761,Strategising: Management for Global Competitive Advantage,https://www.coursera.org/search?query=Strategising: Management for Global Competitive Advantage&,SPECIALIZATION,Intermediate,Macquarie University,coursera
762,Strategy and Sustainability,https://www.coursera.org/search?query=Strategy and Sustainability&,COURSE,Beginner,IESE Business School,coursera
763,Structuring Machine Learning Projects,https://www.coursera.org/search?query=Structuring Machine Learning Projects&,COURSE,Beginner,deeplearning.ai,coursera
764,Success,https://www.coursera.org/search?query=Success&,COURSE,Beginner,University of Pennsylvania,coursera
765,Successful Negotiation: Essential Strategies and Skills,https://www.coursera.org/search?query=Successful Negotiation: Essential Strategies and Skills&,COURSE,Mixed,University of Michigan,coursera
766,Summary Statistics in Public Health,https://www.coursera.org/search?query=Summary Statistics in Public Health&,COURSE,Beginner,Johns Hopkins University,coursera
767,Supply Chain Analytics,https://www.coursera.org/search?query=Supply Chain Analytics&,COURSE,Beginner,Rutgers the State University of New Jersey,coursera
768,Supply Chain Finance and Blockchain Technology,https://www.coursera.org/search?query=Supply Chain Finance and Blockchain Technology&,SPECIALIZATION,Intermediate,New York Institute of Finance,coursera
769,Supply Chain Logistics,https://www.coursera.org/search?query=Supply Chain Logistics&,COURSE,Beginner,Rutgers the State University of New Jersey,coursera
770,Supply Chain Management,https://www.coursera.org/search?query=Supply Chain Management&,SPECIALIZATION,Beginner,Rutgers the State University of New Jersey,coursera
771,Supply Chain Operations,https://www.coursera.org/search?query=Supply Chain Operations&,COURSE,Beginner,Rutgers the State University of New Jersey,coursera
772,Supply Chain Principles,https://www.coursera.org/search?query=Supply Chain Principles&,COURSE,Mixed,Georgia Institute of Technology,coursera
773,Supporting children with difficulties in reading and writing,https://www.coursera.org/search?query=Supporting children with difficulties in reading and writing&,COURSE,Mixed,UCL Institute of Education,coursera
774,Survey Data Collection and Analytics,https://www.coursera.org/search?query=Survey Data Collection and Analytics&,SPECIALIZATION,Beginner,"University of Maryland, College Park",coursera
775,Sustainable Tourism – promoting environmental public health,https://www.coursera.org/search?query=Sustainable Tourism – promoting environmental public health&,COURSE,Beginner,University of Copenhagen,coursera
776,Swift 5 iOS Application Developer,https://www.coursera.org/search?query=Swift 5 iOS Application Developer&,SPECIALIZATION,Beginner,LearnQuest,coursera
777,System Administration and IT Infrastructure Services,https://www.coursera.org/search?query=System Administration and IT Infrastructure Services&,COURSE,Beginner,Google,coursera
778,Systems Biology and Biotechnology,https://www.coursera.org/search?query=Systems Biology and Biotechnology&,SPECIALIZATION,Intermediate,Icahn School of Medicine at Mount Sinai,coursera
779,Systems Thinking In Public Health,https://www.coursera.org/search?query=Systems Thinking In Public Health&,COURSE,Mixed,Johns Hopkins University,coursera
780,"TESOL Certificate, Part 1: Teach English Now!","https://www.coursera.org/search?query=TESOL Certificate, Part 1: Teach English Now!&",SPECIALIZATION,Beginner,Arizona State University,coursera
781,"TESOL Certificate, Part 2: Teach English Now!","https://www.coursera.org/search?query=TESOL Certificate, Part 2: Teach English Now!&",SPECIALIZATION,Beginner,Arizona State University,coursera
782,Teach English Now! Foundational Principles,https://www.coursera.org/search?query=Teach English Now! Foundational Principles&,COURSE,Mixed,Arizona State University,coursera
783,Teach English Now! Teaching Language Online,https://www.coursera.org/search?query=Teach English Now! Teaching Language Online&,COURSE,Intermediate,Arizona State University,coursera
784,Teaching Character and Creating Positive Classrooms,https://www.coursera.org/search?query=Teaching Character and Creating Positive Classrooms&,COURSE,Mixed,Relay Graduate School of Education,coursera
785,Teamwork Skills: Communicating Effectively in Groups,https://www.coursera.org/search?query=Teamwork Skills: Communicating Effectively in Groups&,COURSE,Beginner,University of Colorado Boulder,coursera
786,Technical Support Fundamentals,https://www.coursera.org/search?query=Technical Support Fundamentals&,COURSE,Beginner,Google,coursera
787,TensorFlow in Practice,https://www.coursera.org/search?query=TensorFlow in Practice&,SPECIALIZATION,Intermediate,deeplearning.ai,coursera
788,TensorFlow: Data and Deployment,https://www.coursera.org/search?query=TensorFlow: Data and Deployment&,SPECIALIZATION,Intermediate,deeplearning.ai,coursera
789,Terrorism and Counterterrorism: Comparing Theory and Practice,https://www.coursera.org/search?query=Terrorism and Counterterrorism: Comparing Theory and Practice&,COURSE,Beginner,Universiteit Leiden,coursera
790,The Addicted Brain,https://www.coursera.org/search?query=The Addicted Brain&,COURSE,Beginner,Emory University,coursera
791,The Art of Music Production,https://www.coursera.org/search?query=The Art of Music Production&,COURSE,Intermediate,Berklee College of Music,coursera
792,The Art of Sales: Mastering the Selling Process,https://www.coursera.org/search?query=The Art of Sales: Mastering the Selling Process&,SPECIALIZATION,Beginner,Northwestern University,coursera
793,The Arts and Science of Relationships: Understanding Human Needs,https://www.coursera.org/search?query=The Arts and Science of Relationships: Understanding Human Needs&,COURSE,Beginner,University of Toronto,coursera
794,The Bits and Bytes of Computer Networking,https://www.coursera.org/search?query=The Bits and Bytes of Computer Networking&,COURSE,Beginner,Google,coursera
795,The Business of Health Care,https://www.coursera.org/search?query=The Business of Health Care&,SPECIALIZATION,Beginner,University of Pennsylvania,coursera
796,The Business of Music Production,https://www.coursera.org/search?query=The Business of Music Production&,SPECIALIZATION,Beginner,Berklee College of Music,coursera
797,The Changing Global Order,https://www.coursera.org/search?query=The Changing Global Order&,COURSE,Intermediate,Universiteit Leiden,coursera
798,The Cycle: Management of Successful Arts and Cultural Organizations,https://www.coursera.org/search?query=The Cycle: Management of Successful Arts and Cultural Organizations&,COURSE,Beginner,"University of Maryland, College Park",coursera
799,The DIY Musician,https://www.coursera.org/search?query=The DIY Musician&,SPECIALIZATION,Beginner,Berklee College of Music,coursera
800,The Data Scientist’s Toolbox,https://www.coursera.org/search?query=The Data Scientist’s Toolbox&,COURSE,Mixed,Johns Hopkins University,coursera
801,The Economics of Health Care Delivery,https://www.coursera.org/search?query=The Economics of Health Care Delivery&,COURSE,Mixed,University of Pennsylvania,coursera
802,The Global Financial Crisis,https://www.coursera.org/search?query=The Global Financial Crisis&,COURSE,Mixed,Yale University,coursera
803,The Horse Course: Introduction to Basic Care and Management,https://www.coursera.org/search?query=The Horse Course: Introduction to Basic Care and Management&,COURSE,Mixed,University of Florida,coursera
804,The Manager's Toolkit: A Practical Guide to Managing People at Work,https://www.coursera.org/search?query=The Manager's Toolkit: A Practical Guide to Managing People at Work&,COURSE,Mixed,"Birkbeck, University of London",coursera
805,"The Modern World, Part One: Global History from 1760 to 1910","https://www.coursera.org/search?query=The Modern World, Part One: Global History from 1760 to 1910&",COURSE,Beginner,University of Virginia,coursera
806,"The Modern World, Part Two: Global History since 1910","https://www.coursera.org/search?query=The Modern World, Part Two: Global History since 1910&",COURSE,Beginner,University of Virginia,coursera
807,The Oral Cavity: Portal to Health and Disease,https://www.coursera.org/search?query=The Oral Cavity: Portal to Health and Disease&,COURSE,Intermediate,University of Pennsylvania,coursera
808,The Power of Macroeconomics: Economic Principles in the Real World,https://www.coursera.org/search?query=The Power of Macroeconomics: Economic Principles in the Real World&,COURSE,Mixed,"University of California, Irvine",coursera
809,The Power of Microeconomics: Economic Principles in the Real World,https://www.coursera.org/search?query=The Power of Microeconomics: Economic Principles in the Real World&,COURSE,Mixed,"University of California, Irvine",coursera
810,The Pronunciation of American English,https://www.coursera.org/search?query=The Pronunciation of American English&,SPECIALIZATION,Beginner,"University of California, Irvine",coursera
811,The Science of Gastronomy,https://www.coursera.org/search?query=The Science of Gastronomy&,COURSE,Mixed,The Hong Kong University of Science and Technology,coursera
812,The Science of Stem Cells,https://www.coursera.org/search?query=The Science of Stem Cells&,COURSE,Intermediate,American Museum of Natural History,coursera
813,The Science of Success: What Researchers Know that You Should Know,https://www.coursera.org/search?query=The Science of Success: What Researchers Know that You Should Know&,COURSE,Beginner,University of Michigan,coursera
814,The Science of Training Young Athletes,https://www.coursera.org/search?query=The Science of Training Young Athletes&,COURSE,Beginner,University of Florida,coursera
815,The Science of Well-Being,https://www.coursera.org/search?query=The Science of Well-Being&,COURSE,Mixed,Yale University,coursera
816,The Singer Songwriter,https://www.coursera.org/search?query=The Singer Songwriter&,SPECIALIZATION,Beginner,Berklee College of Music,coursera
817,The Social Context of Mental Health and Illness,https://www.coursera.org/search?query=The Social Context of Mental Health and Illness&,COURSE,Mixed,University of Toronto,coursera
818,The Strategy of Content Marketing,https://www.coursera.org/search?query=The Strategy of Content Marketing&,COURSE,Intermediate,"University of California, Davis",coursera
819,"The Sustainable Development Goals – A global, transdisciplinary vision for the future","https://www.coursera.org/search?query=The Sustainable Development Goals – A global, transdisciplinary vision for the future&",COURSE,Beginner,University of Copenhagen,coursera
820,The Teacher and Social and Emotional Learning (SEL),https://www.coursera.org/search?query=The Teacher and Social and Emotional Learning (SEL)&,SPECIALIZATION,Beginner,University of Colorado Boulder,coursera
821,The Technology of Music Production,https://www.coursera.org/search?query=The Technology of Music Production&,COURSE,Beginner,Berklee College of Music,coursera
822,The Truth About Cats and Dogs,https://www.coursera.org/search?query=The Truth About Cats and Dogs&,COURSE,Mixed,The University of Edinburgh,coursera
823,The hidden value – Lean in manufacturing and services,https://www.coursera.org/search?query=The hidden value – Lean in manufacturing and services&,COURSE,Beginner,École des Ponts ParisTech,coursera
824,Think Again I: How to Understand Arguments,https://www.coursera.org/search?query=Think Again I: How to Understand Arguments&,COURSE,Beginner,Duke University,coursera
825,Tools for Data Science,https://www.coursera.org/search?query=Tools for Data Science&,COURSE,Beginner,IBM,coursera
826,Trading Strategies in Emerging Markets,https://www.coursera.org/search?query=Trading Strategies in Emerging Markets&,SPECIALIZATION,Beginner,Indian School of Business,coursera
827,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences","https://www.coursera.org/search?query=Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences&",COURSE,Mixed,UNSW Sydney (The University of New South Wales),coursera
828,Tricky American English Pronunciation,https://www.coursera.org/search?query=Tricky American English Pronunciation&,COURSE,Beginner,"University of California, Irvine",coursera
829,Troubles du spectre de l'autisme : diagnostic,https://www.coursera.org/search?query=Troubles du spectre de l'autisme : diagnostic&,COURSE,Intermediate,University of Geneva,coursera
830,U.S. Federal Taxation,https://www.coursera.org/search?query=U.S. Federal Taxation&,SPECIALIZATION,Intermediate,University of Illinois at Urbana-Champaign,coursera
831,UCI Project Management,https://www.coursera.org/search?query=UCI Project Management&,PROFESSIONAL CERTIFICATE,Beginner,"University of California, Irvine",coursera
832,UI / UX Design,https://www.coursera.org/search?query=UI / UX Design&,SPECIALIZATION,Beginner,California Institute of the Arts,coursera
833,UX Design Fundamentals,https://www.coursera.org/search?query=UX Design Fundamentals&,COURSE,Beginner,California Institute of the Arts,coursera
834,Understanding Cancer Metastasis,https://www.coursera.org/search?query=Understanding Cancer Metastasis&,COURSE,Beginner,Johns Hopkins University,coursera
835,Understanding Clinical Research: Behind the Statistics,https://www.coursera.org/search?query=Understanding Clinical Research: Behind the Statistics&,COURSE,Mixed,University of Cape Town,coursera
836,Understanding Einstein: The Special Theory of Relativity,https://www.coursera.org/search?query=Understanding Einstein: The Special Theory of Relativity&,COURSE,Beginner,Stanford University,coursera
837,Understanding Medical Research: Your Facebook Friend is Wrong,https://www.coursera.org/search?query=Understanding Medical Research: Your Facebook Friend is Wrong&,COURSE,Beginner,Yale University,coursera
838,Understanding Modern Finance,https://www.coursera.org/search?query=Understanding Modern Finance&,SPECIALIZATION,Intermediate,American Institute of Business and Economics,coursera
839,Understanding Plants - Part I: What a Plant Knows,https://www.coursera.org/search?query=Understanding Plants - Part I: What a Plant Knows&,COURSE,Beginner,Tel Aviv University,coursera
840,Understanding Research Methods,https://www.coursera.org/search?query=Understanding Research Methods&,COURSE,Mixed,SOAS University of London,coursera
841,Understanding and Visualizing Data with Python,https://www.coursera.org/search?query=Understanding and Visualizing Data with Python&,COURSE,Beginner,University of Michigan,coursera
842,Understanding the Brain: The Neurobiology of Everyday Life,https://www.coursera.org/search?query=Understanding the Brain: The Neurobiology of Everyday Life&,COURSE,Beginner,The University of Chicago,coursera
843,Unity Certified Programmer Exam Preparation,https://www.coursera.org/search?query=Unity Certified Programmer Exam Preparation&,SPECIALIZATION,Intermediate,Unity,coursera
844,Unity XR: How to Build AR and VR Apps,https://www.coursera.org/search?query=Unity XR: How to Build AR and VR Apps&,SPECIALIZATION,Beginner,Unity,coursera
845,University Teaching,https://www.coursera.org/search?query=University Teaching&,COURSE,Beginner,The University of Hong Kong,coursera
846,Unraveling the Cycling City,https://www.coursera.org/search?query=Unraveling the Cycling City&,COURSE,Intermediate,University of Amsterdam,coursera
847,User Experience Research and Design,https://www.coursera.org/search?query=User Experience Research and Design&,SPECIALIZATION,Beginner,University of Michigan,coursera
848,User Interface Design,https://www.coursera.org/search?query=User Interface Design&,SPECIALIZATION,Intermediate,University of Minnesota,coursera
849,Using Databases with Python,https://www.coursera.org/search?query=Using Databases with Python&,COURSE,Mixed,University of Michigan,coursera
850,Using Python to Access Web Data,https://www.coursera.org/search?query=Using Python to Access Web Data&,COURSE,Mixed,University of Michigan,coursera
851,Using Python to Interact with the Operating System,https://www.coursera.org/search?query=Using Python to Interact with the Operating System&,COURSE,Beginner,Google,coursera
852,Value Chain Management,https://www.coursera.org/search?query=Value Chain Management&,SPECIALIZATION,Intermediate,University of Illinois at Urbana-Champaign,coursera
853,Version Control with Git,https://www.coursera.org/search?query=Version Control with Git&,COURSE,Mixed,Atlassian,coursera
854,Viral Marketing and How to Craft Contagious Content,https://www.coursera.org/search?query=Viral Marketing and How to Craft Contagious Content&,COURSE,Mixed,University of Pennsylvania,coursera
855,Virtual Reality,https://www.coursera.org/search?query=Virtual Reality&,SPECIALIZATION,Beginner,"Goldsmiths, University of London",coursera
856,Virtual Teacher,https://www.coursera.org/search?query=Virtual Teacher&,SPECIALIZATION,Beginner,"University of California, Irvine",coursera
857,Vital Signs: Understanding What the Body Is Telling Us,https://www.coursera.org/search?query=Vital Signs: Understanding What the Body Is Telling Us&,COURSE,Mixed,University of Pennsylvania,coursera
858,Web Applications for Everybody,https://www.coursera.org/search?query=Web Applications for Everybody&,SPECIALIZATION,Intermediate,University of Michigan,coursera
859,Web Design for Everybody: Basics of Web Development & Coding,https://www.coursera.org/search?query=Web Design for Everybody: Basics of Web Development & Coding&,SPECIALIZATION,Beginner,University of Michigan,coursera
860,Weight Management: Beyond Balancing Calories,https://www.coursera.org/search?query=Weight Management: Beyond Balancing Calories&,COURSE,Beginner,Emory University,coursera
861,What Is Contemporary Art?,https://www.coursera.org/search?query=What Is Contemporary Art?&,COURSE,Beginner,The Museum of Modern Art,coursera
862,What future for education?,https://www.coursera.org/search?query=What future for education?&,COURSE,Mixed,UCL Institute of Education,coursera
863,What is Compliance?,https://www.coursera.org/search?query=What is Compliance?&,COURSE,Mixed,University of Pennsylvania,coursera
864,What is Data Science?,https://www.coursera.org/search?query=What is Data Science?&,COURSE,Beginner,IBM,coursera
865,What is Social?,https://www.coursera.org/search?query=What is Social?&,COURSE,Mixed,Northwestern University,coursera
866,Wine Tasting: Sensory Techniques for Wine Analysis,https://www.coursera.org/search?query=Wine Tasting: Sensory Techniques for Wine Analysis&,COURSE,Beginner,"University of California, Davis",coursera
867,Wonders of Ancient Egypt,https://www.coursera.org/search?query=Wonders of Ancient Egypt&,COURSE,Intermediate,University of Pennsylvania,coursera
868,Write A Feature Length Screenplay For Film Or Television,https://www.coursera.org/search?query=Write A Feature Length Screenplay For Film Or Television&,COURSE,Beginner,Michigan State University,coursera
869,Write Professional Emails in English,https://www.coursera.org/search?query=Write Professional Emails in English&,COURSE,Mixed,Georgia Institute of Technology,coursera
870,Write Your First Novel,https://www.coursera.org/search?query=Write Your First Novel&,COURSE,Beginner,Michigan State University,coursera
871,Writing in the Sciences,https://www.coursera.org/search?query=Writing in the Sciences&,COURSE,Beginner,Stanford University,coursera
872,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,https://www.coursera.org/search?query=e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age&,COURSE,Mixed,University of Illinois at Urbana-Champaign,coursera
873,iOS App Development with Swift,https://www.coursera.org/search?query=iOS App Development with Swift&,SPECIALIZATION,Intermediate,University of Toronto,coursera
874,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,https://www.coursera.org/search?query=¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección&,COURSE,Beginner,IESE Business School,coursera
875,Étudier en France: French Intermediate course B1-B2,https://www.coursera.org/search?query=Étudier en France: French Intermediate course B1-B2&,COURSE,Intermediate,École Polytechnique,coursera
876,Éxito Profesional,https://www.coursera.org/search?query=Éxito Profesional&,SPECIALIZATION,Beginner,"University of California, Irvine",coursera
877,Искусство ведения бизнеса,https://www.coursera.org/search?query=Искусство ведения бизнеса&,SPECIALIZATION,Beginner,Saint Petersburg State University,coursera
878,Искусство разработки на современном C++,https://www.coursera.org/search?query=Искусство разработки на современном C++&,SPECIALIZATION,Intermediate,E-Learning Development Fund,coursera
879,Корпоративные финансы и стоимость компании,https://www.coursera.org/search?query=Корпоративные финансы и стоимость компании&,SPECIALIZATION,Beginner,National Research University Higher School of Economics,coursera
880,Математика и Python для анализа данных,https://www.coursera.org/search?query=Математика и Python для анализа данных&,COURSE,Beginner,E-Learning Development Fund,coursera
881,Машинное обучение и анализ данных,https://www.coursera.org/search?query=Машинное обучение и анализ данных&,SPECIALIZATION,Intermediate,E-Learning Development Fund,coursera
882,Основы Digital Маркетинга,https://www.coursera.org/search?query=Основы Digital Маркетинга&,SPECIALIZATION,Intermediate,National Research University Higher School of Economics,coursera
883,Основы программирования на Python,https://www.coursera.org/search?query=Основы программирования на Python&,COURSE,Beginner,National Research University Higher School of Economics,coursera
884,Основы разработки на C++: белый пояс,https://www.coursera.org/search?query=Основы разработки на C++: белый пояс&,COURSE,Intermediate,E-Learning Development Fund,coursera
885,Погружение в Python,https://www.coursera.org/search?query=Погружение в Python&,COURSE,Intermediate,Moscow Institute of Physics and Technology,coursera
886,Программирование на Python,https://www.coursera.org/search?query=Программирование на Python&,SPECIALIZATION,Intermediate,Mail.Ru Group,coursera
887,Психолингвистика (Psycholinguistics),https://www.coursera.org/search?query=Психолингвистика (Psycholinguistics)&,COURSE,Mixed,Saint Petersburg State University,coursera
888,Разработка интерфейсов: вёрстка и JavaScript,https://www.coursera.org/search?query=Разработка интерфейсов: вёрстка и JavaScript&,SPECIALIZATION,Intermediate,E-Learning Development Fund,coursera
889,Русский как иностранный,https://www.coursera.org/search?query=Русский как иностранный&,SPECIALIZATION,Intermediate,Saint Petersburg State University,coursera
890,Финансовые инструменты для частного инвестора,https://www.coursera.org/search?query=Финансовые инструменты для частного инвестора&,SPECIALIZATION,Beginner,National Research University Higher School of Economics,coursera
0,AWS Networking Deep Dive: Virtual Private Cloud (VPC),https://www.pluralsight.com/courses/aws-networking-deep-dive-vpc,COURSE,Intermediate,pluralsight,pluralsight
1,Accelerated Introduction to C++,https://www.pluralsight.com/courses/accelerated-introduction-cpp,COURSE,Advanced,pluralsight,pluralsight
2,Advanced Machine Learning with ENCOG,https://www.pluralsight.com/courses/advanced-machine-learning-encog,COURSE,Advanced,pluralsight,pluralsight
3,Advanced Machine Learning with ENCOG - Part 2,https://www.pluralsight.com/courses/advanced-machine-learning-encog-pt2,COURSE,Advanced,pluralsight,pluralsight
4,Advanced Network Security on AWS,https://www.pluralsight.com/courses/advanced-networking-security-aws,COURSE,Advanced,pluralsight,pluralsight
5,Advanced SQL Queries in Oracle and SQL Server,https://www.pluralsight.com/courses/adv-sql-queries-oracle-sql-server,COURSE,Intermediate,pluralsight,pluralsight
6,Angular Crash Course,https://www.pluralsight.com/courses/angular-crash-course,COURSE,Intermediate,pluralsight,pluralsight
7,AngularJS Fundamentals,https://www.pluralsight.com/courses/angularjs-fundamentals,COURSE,Intermediate,pluralsight,pluralsight
8,Ansible Fundamentals,https://www.pluralsight.com/courses/ansible-fundamentals,COURSE,Intermediate,pluralsight,pluralsight
9,Architecting Google Cloud Storage Configurations,https://www.pluralsight.com/courses/google-cloud-architecting-storage-configurations,COURSE,Beginner,pluralsight,pluralsight
10,Azure Kubernetes Service (AKS) – The Big Picture,https://www.pluralsight.com/courses/azure-container-service-big-picture,COURSE,Beginner,pluralsight,pluralsight
11,Azure SQL Data Warehouse: First Look,https://www.pluralsight.com/courses/azure-sql-data-warehouse-first-look,COURSE,Beginner,pluralsight,pluralsight
12,Big Data on Amazon Web Services,https://www.pluralsight.com/courses/big-data-amazon-web-services,COURSE,Intermediate,pluralsight,pluralsight
13,"Build, Train, and Deploy Machine Learning Models with Amazon SageMaker",https://www.pluralsight.com/courses/aws-sagemaker-machine-learning-models,COURSE,Advanced,pluralsight,pluralsight
14,Building Machine Learning Models in Python with scikit-learn,https://www.pluralsight.com/courses/python-scikit-learn-building-machine-learning-models,COURSE,Beginner,pluralsight,pluralsight
15,Building Machine Learning Models in Spark 2,https://www.pluralsight.com/courses/spark-2-building-machine-learning-models,COURSE,Intermediate,pluralsight,pluralsight
16,Building Streaming Data Pipelines in Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-building-streaming-data-pipelines,COURSE,Intermediate,pluralsight,pluralsight
17,Building a Cloud-Based iOS Application With Parse Framework,https://www.pluralsight.com/courses/building-cloud-based-ios-app-parse,COURSE,Intermediate,pluralsight,pluralsight
18,Building an Angular Application with Node and Token Authentication,https://www.pluralsight.com/courses/building-angular-application-node-token-authentication,COURSE,Intermediate,pluralsight,pluralsight
19,CCSP®: Cloud Platform Security,https://www.pluralsight.com/courses/ccsp-cloud-platform-security,COURSE,Intermediate,pluralsight,pluralsight
20,CCSP®: Cloud Security Operations Controls,https://www.pluralsight.com/courses/ccsp-cloud-security-operations-controls,COURSE,Intermediate,pluralsight,pluralsight
21,Cisco Core Security: Network Security Fundamentals,https://www.pluralsight.com/courses/cisco-core-security-network-security,COURSE,Intermediate,pluralsight,pluralsight
22,Cloud Computing: The Big Picture,https://www.pluralsight.com/courses/cloud-computing-big-picture,COURSE,Beginner,pluralsight,pluralsight
23,Cloud Design Patterns for Azure: Data Management and Performance,https://www.pluralsight.com/courses/azure-design-patterns-data-management-performance,COURSE,Intermediate,pluralsight,pluralsight
24,Cloud: Executive Briefing,https://www.pluralsight.com/courses/cloud-executive-briefing,COURSE,Beginner,pluralsight,pluralsight
25,Code with Us: Angular Quick Start,https://www.pluralsight.com/courses/code-with-us-angular-quick-start,COURSE,Beginner,pluralsight,pluralsight
26,Computer Fundamentals: Virtualization and Cloud Computing,https://www.pluralsight.com/courses/computer-fundamentals-virtualization-cloud-computing,COURSE,Beginner,pluralsight,pluralsight
27,Computer Fundamentals: Virtualization and Cloud Computing,https://www.pluralsight.com/courses/computer-fundamentals-virtualization-cloud-computing,COURSE,Beginner,pluralsight,pluralsight
28,Configuration and Deployment for the Cloud,https://www.pluralsight.com/courses/configuration-deployment-cloud-cv0-002,COURSE,Beginner,pluralsight,pluralsight
29,Connecting On-premises Networks with Azure Virtual Networks,https://www.pluralsight.com/courses/microsoft-azure-on-premises-networks-virtual-networks-connecting,COURSE,Advanced,pluralsight,pluralsight
